"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"31552",20181204942500,20181204942501,NA,35,0,1,4,0,1,73,1,42101,42000,0,1,0,21,22,0,1106
"31553",20181204942500,20181204942503,NA,34,1,1,6,0,1,73,1,39101,39000,0,1,0,21,22,0,667
"31555",20181204964800,20181204964801,0,44,1,1,4,0,1,60,1,32500,32000,0,1,0,21,22,0,560
"31581",20181204981200,20181204981201,NA,55,0,1,6,0,1,81,1,40700,40000,0,1,0,21,22,0,800
"31590",20171205040600,20171205040604,NA,33,1,1,2,0,1,111,1,47025,46000,0,1,0,21,22,0,923
"31591",20171205087200,20171205087201,NA,53,0,1,1,0,1,111,1,115892,115000,0,1,0,21,22,0,1240
"31592",20171205087200,20171205087202,NA,47,1,1,1,0,1,111,1,1100,1050,0,1,0,21,22,0,280
"31606",20181204988800,20181204988801,0,52,1,2,1,0,1,81,1,33000,30000,0,1,0,21,22,0,461
"31607",20181204988800,20181204988802,0,57,0,2,1,0,1,73,1,108601,108400,0,1,0,21,22,0,720
"31608",20181204932300,20181204932301,NA,77,0,1,1,1,1,111,1,81555,8000,0,1,0,28,28,0,154
"31637",20181204975900,20181204975901,0,39,1,2,6,0,1,111,1,51100,51000,0,1,0,21,22,0,725
"31638",20171205032100,20171205032101,NA,58,0,1,1,0,1,81,1,109000,75000,0,1,0,21,22,0,640
"31639",20171205032100,20171205032102,NA,64,1,1,1,0,1,111,1,48003,40000,0,1,0,21,22,0,2300
"31652",20171205072400,20171205072401,NA,42,0,1,1,0,1,73,1,48502,48000,0,1,0,21,22,0,868
"31653",20171205072400,20171205072402,NA,29,1,1,1,0,1,81,1,20000,20000,0,1,0,21,22,0,640
"31758",20181204904400,20181204904401,NA,54,0,1,1,0,1,71,1,65018,65002,0,1,0,21,22,0,1212
"31759",20181204904400,20181204904402,NA,53,1,1,1,0,1,111,1,1000,1000,0,1,0,21,22,0,615
"31760",20181204904400,20181204904403,NA,30,1,1,6,0,1,81,1,15000,15000,0,0,1,21,22,0,600
"31781",20181204877100,20181204877102,NA,56,0,1,1,0,1,73,1,40001,40000,0,1,0,21,22,0,860
"31783",20171204986600,20171204986601,NA,27,1,1,6,0,1,81,1,12000,12000,0,1,0,21,22,0,250
"31789",20181204889500,20181204889501,NA,53,1,1,1,0,1,111,1,62000,62000,0,1,0,21,22,0,769
"31790",20181204889500,20181204889502,NA,53,0,1,1,0,1,111,1,65596,65085,0,1,0,21,22,0,2885
"31794",20181204895000,20181204895002,NA,60,0,1,1,0,1,81,1,75002,75000,0,1,0,25,25,1,1442
"31810",20190104889300,20190104889301,0,48,1,1,4,0,1,111,1,30000,30000,0,0,1,21,22,0,320
"31840",20171204982000,20171204982001,0,20,1,1,6,0,1,81,1,33102,33002,0,1,0,21,22,0,96
"31878",20181204937300,20181204937301,NA,49,0,1,4,0,1,91,1,47140,47000,0,1,0,21,28,0,1154
"31889",20181204961400,20181204961401,NA,23,0,1,6,0,1,73,1,58550,57000,0,1,0,21,22,0,1150
"31890",20181204961400,20181204961402,NA,21,1,1,6,0,1,81,1,25300,25000,0,1,0,21,22,0,400
"31893",20181204995900,20181204995901,NA,37,0,1,1,0,1,111,1,393423,380000,0,1,0,21,22,0,2308
"31894",20181204995900,20181204995902,NA,37,1,1,1,0,1,111,1,137067,135000,1,1,0,21,22,0,1635
"31897",20181204965100,20181204965101,NA,38,0,6,1,0,1,123,1,43001,40000,0,1,0,21,22,0,2000
"31903",20181204922700,20181204922701,0,58,0,1,1,0,1,111,1,41000,5000,0,1,0,28,22,0,210
"31907",20171205048300,20171205048301,0,25,1,1,1,0,1,111,1,37000,35000,0,1,0,28,28,1,692
"31908",20171205048300,20171205048302,0,25,0,1,1,0,1,111,1,52000,52000,0,1,0,21,22,0,612
"31936",20171204958300,20171204958301,NA,58,0,1,1,0,1,73,1,62920,59900,0,1,0,21,22,0,1209
"31938",20171204958300,20171204958303,NA,28,0,1,6,0,1,81,1,59350,59000,0,1,0,21,22,0,1057
"31972",20181204949200,20181204949201,0,28,1,1,6,0,1,111,1,58203,58000,0,1,0,21,22,1,1153
"31998",20171205044200,20171205044201,NA,34,1,1,1,0,1,111,1,15010,15000,0,1,0,21,22,0,150
"31999",20171205044200,20171205044202,NA,34,0,1,1,0,1,92,1,110250,109000,0,1,0,21,22,0,650
"32029",20171205051800,20171205051802,NA,65,0,1,1,0,1,92,1,90005,90000,0,1,0,21,22,1,1731
"32031",20171204984100,20171204984101,1,46,1,1,4,0,1,71,1,10158,10158,0,0,1,21,22,0,171
"32036",20171205069400,20171205069401,NA,61,1,6,1,0,1,125,1,101000,100000,0,1,0,21,22,1,1923
"32043",20181204944800,20181204944801,1,55,0,1,4,0,1,73,1,65000,65000,0,1,0,21,22,0,750
"32044",20181204944800,20181204944803,1,41,1,1,4,0,1,73,0,0,0,0,0,1,21,0,1,360
"32090",20181202342100,20181202342102,NA,63,0,1,1,1,1,73,1,76120,74000,0,1,0,21,22,0,1423
"32091",20181202330000,20181202330001,0,22,1,1,6,0,1,73,1,12000,12000,0,0,1,21,22,0,538
"32150",20171202368600,20171202368601,NA,57,0,1,1,0,1,81,1,39220,38000,0,1,0,21,22,1,731
"32151",20171202368600,20171202368602,NA,57,1,1,1,0,1,111,1,77020,72000,0,1,0,21,22,0,1385
"32170",20181202334000,20181202334001,0,59,1,1,1,0,1,73,1,28000,28000,0,1,0,21,22,0,779
"32172",20171202377200,20171202377201,1,42,1,1,6,0,1,91,1,25001,25000,0,0,0,28,22,0,665
"32173",20171202377200,20171202377203,1,40,1,1,4,0,1,111,1,39000,39000,0,1,0,21,22,0,1442
"32208",20181202343500,20181202343501,NA,63,1,1,1,0,1,123,1,56459,56000,0,1,0,28,28,1,750
"32209",20181202343500,20181202343502,NA,64,0,1,1,0,1,111,1,63161,63000,0,1,0,21,22,0,750
"32228",20181202338800,20181202338801,0,43,1,1,6,0,1,60,1,12000,12000,0,1,1,21,22,0,420
"32230",20181202338800,20181202338803,0,49,0,1,6,0,1,50,0,0,0,0,1,1,21,0,0,190
"32234",20181202331400,20181202331401,0,29,1,1,6,0,1,73,1,23900,23900,0,1,0,21,22,0,598
"32250",20181202338000,20181202338001,NA,56,0,1,5,0,1,91,1,60230,58000,0,1,0,21,22,0,956
"32260",20181202338200,20181202338201,NA,56,1,1,1,0,1,73,1,31000,31000,0,1,0,21,28,0,1520
"32263",20171202379400,20171202379401,NA,38,0,1,1,0,1,81,1,87001,87000,0,1,0,21,22,1,1731
"32264",20171202379400,20171202379402,NA,32,1,1,1,0,1,73,1,42000,42000,0,1,0,25,25,1,865
"32288",20171202363500,20171202363501,NA,69,0,1,1,0,1,73,1,36459,25000,0,0,0,21,22,0,416
"32289",20171202363500,20171202363502,NA,50,1,1,1,0,1,73,1,40000,40000,0,1,0,21,22,0,600
"32290",20171202382600,20171202382601,NA,35,0,1,1,1,1,81,1,36000,36000,0,0,0,21,22,0,800
"32291",20171202382600,20171202382602,NA,26,1,1,1,0,1,60,1,26420,22000,0,0,0,21,22,0,450
"32313",20171202368200,20171202368201,NA,63,1,1,4,0,1,91,1,23264,23264,0,1,0,21,22,1,441
"32315",20171202368200,20171202368202,NA,61,0,1,4,0,1,73,1,56420,56420,0,1,0,21,22,0,900
"32318",20181202341800,20181202341801,NA,59,0,1,1,0,1,111,1,82015,82000,0,1,0,21,22,0,1248
"32319",20181202341800,20181202341802,NA,56,1,1,1,0,1,73,1,30001,30000,0,1,0,21,22,0,640
"32385",20181202371500,20181202371501,0,60,1,1,5,0,1,81,1,27001,27000,0,0,0,21,22,0,520
"32392",20181202336600,20181202336601,NA,26,0,1,6,0,1,123,1,14400,14400,0,0,1,21,22,0,2385
"32393",20181202336600,20181202336602,NA,52,1,1,5,0,1,73,1,52000,50000,0,0,0,21,22,0,1000
"32397",20181202329100,20181202329101,NA,51,0,1,1,0,1,81,1,43000,37000,0,1,0,21,22,1,712
"32398",20181202329100,20181202329102,NA,47,1,1,1,0,1,123,1,57800,50000,0,1,0,21,22,0,854
"32410",20181202334700,20181202334702,NA,66,1,1,1,0,1,73,1,41730,24000,0,1,0,21,22,0,1000
"32453",20181202347700,20181202347701,NA,22,1,1,1,0,1,50,0,61006,0,0,1,0,21,0,0,200
"32484",20181202378300,20181202378302,NA,48,0,1,1,0,1,81,1,80020,80000,0,1,0,21,22,1,1635
"32485",20181202378300,20181202378305,NA,20,0,1,6,0,1,81,1,80002,80002,0,1,0,21,22,0,538
"32500",20181202372400,20181202372401,0,46,1,1,6,0,1,91,1,22906,22372,0,1,0,21,22,0,540
"32502",20181202376600,20181202376602,0,62,0,8,6,0,1,73,1,26000,26000,0,0,0,21,27,0,1038
"32508",20171202392300,20171202392301,NA,55,1,1,1,0,1,111,1,26001,25000,0,1,0,21,22,0,286
"32509",20171202392300,20171202392302,NA,54,0,1,1,0,1,123,1,126020,75000,0,0,0,21,22,0,1750
"32510",20171202392300,20171202392303,NA,20,0,1,6,0,1,81,1,19000,19000,0,1,0,27,22,0,152
"32521",20171202385000,20171202385001,NA,56,0,1,1,0,1,111,1,255554,240000,0,1,0,21,22,0,2885
"32523",20171202385000,20171202385003,NA,18,0,1,6,0,1,60,1,15905,1500,0,1,0,21,22,0,184
"32594",20171202383000,20171202383001,NA,58,0,1,6,0,1,91,1,49200,48000,0,1,0,21,22,0,779
"32595",20171202378300,20171202378301,0,25,0,1,1,1,1,92,0,45662,0,0,1,0,21,0,0,116
"32596",20171202378300,20171202378302,0,25,1,1,1,0,1,111,1,62050,22000,0,1,0,21,22,0,620
"32599",20171202366900,20171202366902,0,30,0,1,1,0,1,123,1,75008,60000,0,0,0,21,22,0,962
"32646",20181202339900,20181202339901,0,55,1,1,5,0,1,81,1,37450,37000,0,1,0,21,22,0,800
"32647",20181202339900,20181202339902,0,28,1,1,4,0,1,50,1,100010,100000,0,1,0,21,22,0,480
"32678",20171202376200,20171202376201,NA,39,1,1,1,0,1,81,1,6105,2500,0,1,0,27,27,0,38
"32679",20171202376200,20171202376202,NA,42,0,1,1,0,1,92,1,72100,72000,0,1,0,21,22,0,2460
"32680",20171202376200,20171202376206,NA,18,1,1,6,0,1,60,1,4300,4300,0,1,0,21,22,0,128
"32681",20171202376200,20171202376205,NA,17,0,1,6,0,1,50,1,18000,18000,0,1,0,21,22,0,200
"32694",20181202328400,20181202328401,0,46,0,1,6,0,1,50,1,42000,42000,0,1,0,21,22,0,480
"32696",20181202328400,20181202328403,0,46,1,1,2,0,1,111,1,69010,68000,0,1,0,21,22,0,1080
"32697",20171202369300,20171202369301,NA,58,1,1,1,0,1,60,1,24000,24000,0,1,0,27,27,0,624
"32698",20171202369300,20171202369302,NA,55,0,1,1,0,1,73,1,80006,60000,0,1,0,21,22,0,1730
"32708",20171202381600,20171202381602,NA,63,0,1,1,1,1,92,1,62126,62000,0,1,0,28,28,1,1000
"32710",20171202371700,20171202371701,0,27,1,1,6,0,1,81,1,37000,37000,0,1,0,21,22,0,504
"32724",20181202332100,20181202332101,NA,20,1,1,6,0,1,92,1,27000,18000,0,0,0,21,22,0,200
"32725",20181202332100,20181202332102,NA,56,1,1,5,0,1,91,1,28000,28000,0,0,0,21,22,0,396
"32726",20171202370100,20171202370101,NA,51,0,1,1,0,1,111,1,32723,9368,0,1,0,21,22,0,180
"32727",20171202370100,20171202370102,NA,50,1,1,1,0,1,81,1,23965,23965,0,1,0,21,22,0,537
"32728",20171202370100,20171202370103,NA,18,0,1,6,0,1,73,1,11471,11471,0,1,0,21,22,0,480
"32755",20171202390400,20171202390401,NA,41,0,6,1,0,1,124,1,280005,280000,0,1,0,21,22,0,2692
"32756",20171202390400,20171202390402,NA,39,1,6,1,0,1,124,1,221701,220000,0,1,0,21,22,0,1442
"32782",20181202358400,20181202358401,0,25,1,2,6,0,1,111,1,50500,50000,0,1,0,27,27,0,962
"32787",20171202398900,20171202398901,NA,55,1,1,1,0,1,124,1,75228,75000,0,0,0,27,22,0,2200
"32788",20171202398900,20171202398902,NA,47,1,1,1,0,1,111,1,12000,12000,0,0,0,21,22,0,145
"32791",20181202377200,20181202377201,0,53,1,1,3,0,1,60,1,22000,22000,0,1,0,21,22,0,418
"32823",20181202310100,20181202310101,0,29,1,1,1,0,1,92,1,27001,27000,0,1,0,21,22,0,769
"32824",20181202310100,20181202310102,0,31,0,1,1,0,1,73,1,100000,100000,0,0,0,21,22,0,1346
"32826",20181202319300,20181202319301,NA,59,1,1,1,0,1,111,1,111505,100000,0,1,0,21,22,0,1923
"32828",20181202319300,20181202319303,NA,26,1,1,6,0,1,123,1,40201,40000,0,1,0,28,28,0,769
"32829",20181202324700,20181202324701,NA,51,0,1,1,0,1,111,1,107191,106000,0,1,0,28,28,0,1923
"32830",20181202324700,20181202324702,NA,52,1,1,1,0,1,111,1,34216,33000,0,1,0,28,28,0,592
"32832",20181202301700,20181202301701,NA,43,1,1,1,0,1,81,1,13006,13000,0,1,0,21,22,0,360
"32833",20181202301700,20181202301702,NA,42,0,1,1,0,1,73,1,72001,70000,0,1,0,21,22,0,1000
"32856",20171202411700,20171202411702,0,34,0,2,3,0,1,81,1,10000,10000,0,0,1,21,22,0,1153
"32863",20181202355100,20181202355101,NA,36,0,2,3,0,1,92,1,30800,18800,0,1,0,21,22,0,1250
"32865",20181202352800,20181202352801,0,62,1,2,6,0,1,111,1,44000,43000,0,1,0,28,28,0,1800
"32866",20181202375600,20181202375601,0,42,0,6,1,0,1,111,1,50010,50000,0,1,0,21,22,0,1923
"32960",20181202378600,20181202378601,0,36,1,2,6,0,1,73,1,30000,30000,0,1,0,21,22,0,575
"33044",20181202310900,20181202310901,0,32,1,1,4,1,1,92,1,61604,40000,0,0,0,21,22,0,360
"33049",20171202355100,20171202355101,NA,48,0,1,1,0,1,73,1,62101,60000,0,1,0,21,22,1,1154
"33050",20171202355100,20171202355102,NA,44,1,1,1,0,1,111,1,30239,30000,0,1,0,21,22,0,577
"33051",20171202355100,20171202355104,NA,17,0,1,6,0,1,60,1,4500,4500,0,1,0,21,22,0,102
"33059",20181202299200,20181202299201,NA,46,0,1,1,0,1,73,1,74000,74000,0,1,0,21,22,1,800
"33060",20181202299200,20181202299202,NA,43,1,1,1,0,1,81,1,43000,43000,0,1,0,21,22,0,1711
"33066",20181202306200,20181202306202,NA,32,0,1,3,0,1,73,1,50020,50000,0,0,0,25,22,0,1346
"33068",20181202313900,20181202313902,NA,56,0,1,1,0,1,73,1,125003,125000,0,1,0,21,22,1,2500
"33135",20181202367500,20181202367501,0,40,0,1,6,0,1,73,1,70000,70000,0,1,0,21,22,0,207
"33137",20181202364700,20181202364701,0,27,1,1,6,0,1,73,1,21000,21000,0,0,1,21,22,0,346
"33180",20171202391600,20171202391601,NA,53,0,1,6,0,1,40,1,28000,28000,0,1,0,21,22,0,450
"33187",20181202375000,20181202375001,NA,30,0,1,1,0,1,81,1,22417,22400,0,1,0,21,22,0,540
"33188",20181202375000,20181202375002,NA,32,1,1,1,0,1,123,1,19507,19200,0,1,0,28,22,0,480
"33282",20181202300400,20181202300401,0,23,0,1,6,0,1,111,1,78002,76000,0,1,0,21,22,0,913
"33290",20181202310500,20181202310501,0,22,0,1,1,0,1,111,1,26180,26160,0,1,0,21,22,0,923
"33291",20181202310500,20181202310502,0,23,1,1,1,0,1,111,1,22330,20000,0,1,0,21,22,0,972
"33308",20171202305600,20171202305601,NA,24,0,1,6,0,1,73,1,32002,32000,0,1,0,21,22,0,538
"33349",20171202319600,20171202319601,1,35,0,2,6,0,1,81,1,41001,41000,0,1,0,21,22,0,720
"33351",20171202337400,20171202337401,NA,30,0,1,1,0,1,123,1,120202,120000,0,1,0,21,22,0,2885
"33352",20171202337400,20171202337402,NA,31,1,1,1,0,1,91,1,34103,28000,0,1,0,21,22,0,673
"33360",20181202289900,20181202289901,0,40,1,6,4,0,1,111,1,72222,35000,0,1,0,21,22,0,500
"33363",20181202289900,20181202289904,0,37,0,1,6,0,1,73,1,20000,20000,0,1,0,21,22,0,300
"33369",20181202292800,20181202292801,NA,37,1,1,1,0,1,111,1,94000,94000,0,0,0,21,22,0,1500
"33370",20181202292800,20181202292802,NA,40,0,1,1,0,1,81,1,34000,34000,0,1,0,21,22,0,650
"33372",20181202283200,20181202283201,NA,35,0,1,1,0,1,81,1,43500,41000,0,1,0,21,22,0,600
"33373",20181202283200,20181202283202,NA,36,1,1,1,0,1,111,1,24154,22953,0,1,0,21,22,0,375
"33382",20171202319500,20171202319501,NA,27,0,1,1,0,1,73,1,75800,74800,0,1,0,21,22,1,1496
"33383",20171202319500,20171202319502,NA,26,1,1,1,0,1,111,1,29480,28080,0,1,0,21,22,0,570
"33386",20171202359800,20171202359801,NA,65,0,1,1,0,1,123,1,191950,150000,0,1,0,21,22,0,2700
"33404",20181202295000,20181202295001,0,38,1,1,1,0,1,111,1,1100085,1099999,0,1,0,27,27,0,980
"33405",20181202295000,20181202295002,0,39,0,1,1,0,1,73,1,60585,60000,0,1,0,21,22,0,1154
"33411",20171202330300,20171202330301,NA,36,0,1,1,0,1,111,1,57001,55000,0,1,0,21,22,0,1058
"33412",20171202330300,20171202330302,NA,34,1,1,1,0,1,111,1,52501,52000,0,1,0,21,22,0,1154
"33436",20181202289000,20181202289001,NA,31,1,1,1,0,1,73,1,45201,38000,0,1,0,21,22,0,596
"33437",20181202289000,20181202289002,NA,35,0,1,1,0,1,73,1,60002,60000,0,1,0,21,28,0,750
"33443",20181202273700,20181202273701,NA,35,0,1,1,0,1,81,1,30000,30000,0,1,0,21,22,0,750
"33444",20181202273700,20181202273702,NA,33,1,1,1,0,1,73,1,28750,28000,0,1,0,21,22,0,192
"33468",20171202301400,20171202301401,0,28,1,1,6,0,1,111,1,27300,27000,0,1,0,21,22,0,577
"33547",20181202296100,20181202296102,NA,66,1,1,1,0,1,81,1,19502,19500,0,1,0,21,22,0,475
"33548",20181202296100,20181202296104,NA,21,1,1,6,0,1,81,1,18000,18000,0,1,0,21,22,0,560
"33550",20181202295200,20181202295201,NA,36,0,1,4,0,1,92,1,50025,50000,0,1,0,21,22,0,1200
"33551",20181202295200,20181202295203,NA,17,0,1,6,0,1,50,1,5001,5000,0,1,1,21,22,0,180
"33554",20181202321900,20181202321902,NA,42,0,1,1,0,1,92,1,30000,30000,0,1,0,21,22,0,534
"33581",20181202327100,20181202327101,NA,45,1,1,1,0,1,111,1,72306,72000,0,0,0,21,22,0,1200
"33582",20181202327100,20181202327102,NA,47,0,1,1,0,1,123,1,177010,175000,0,0,0,21,22,0,1750
"33597",20181202327800,20181202327801,0,41,0,1,1,0,1,81,1,44000,39000,0,1,0,21,22,0,750
"33598",20181202327800,20181202327802,0,42,1,1,1,0,1,73,1,50300,43000,0,1,0,21,22,0,827
"33621",20171202352600,20171202352601,NA,66,1,1,4,0,1,92,1,50120,50000,0,1,0,21,22,0,1200
"33628",20181202301000,20181202301001,NA,53,1,1,4,1,1,123,1,92505,90000,0,1,0,21,22,0,1731
"33673",20171202329500,20171202329501,NA,48,0,1,1,0,1,73,1,105926,62000,0,1,0,21,22,1,712
"33674",20171202329500,20171202329502,NA,46,1,1,1,0,1,111,1,75007,75000,0,1,0,21,22,0,814
"33676",20171202329500,20171202329504,NA,17,0,1,6,0,1,50,1,18000,18000,0,1,0,21,22,0,230
"33695",20171202327800,20171202327802,NA,45,1,1,1,0,1,124,1,50000,50000,0,1,0,28,27,1,853
"33725",20181202320800,20181202320801,0,32,0,1,6,0,1,73,1,36100,36000,0,1,0,21,22,1,746
"33726",20181202320800,20181202320802,0,53,0,1,4,0,1,73,1,163000,160000,0,1,0,21,22,0,712
"33798",20181202305600,20181202305601,NA,51,0,1,1,0,1,81,1,100106,100000,0,1,0,21,22,0,1865
"33799",20181202305600,20181202305602,NA,55,1,1,1,0,1,92,1,55700,55000,0,1,0,21,22,0,1520
"33828",20171202349200,20171202349201,NA,31,0,1,6,0,1,30,1,65101,65000,0,1,0,28,28,0,942
"33858",20171202355900,20171202355901,NA,43,0,1,6,0,1,73,1,65010,65000,0,1,0,21,22,0,1270
"33915",20181202322400,20181202322401,NA,38,0,1,1,0,1,111,1,76356,70000,0,1,0,21,22,0,1346
"33916",20181202322400,20181202322402,NA,38,1,1,1,0,1,111,1,61086,58000,0,1,0,21,22,0,1115
"33920",20181202303600,20181202303602,NA,37,1,1,1,0,1,123,1,49287,46660,0,1,0,21,22,0,962
"33932",20181202298700,20181202298701,NA,50,1,1,1,0,1,81,1,66225,62000,0,1,0,21,22,0,760
"33933",20181202298700,20181202298702,NA,50,0,1,1,0,1,111,1,99225,99000,0,1,0,21,22,0,2770
"33934",20171202329900,20171202329901,NA,37,0,1,1,0,1,123,1,61100,59000,0,1,0,21,22,0,1135
"33935",20171202329900,20171202329902,NA,41,1,1,1,0,1,111,1,19543,19543,0,1,0,21,22,0,648
"33944",20171202343400,20171202343401,NA,44,1,1,6,0,1,111,1,50004,50000,0,1,0,21,22,0,1183
"33945",20171202343400,20171202343403,NA,20,1,1,6,0,1,81,1,28000,26000,0,1,0,21,22,0,300
"33953",20181202312200,20181202312201,NA,60,0,1,1,0,1,81,1,78017,77500,0,1,0,21,22,0,1481
"33954",20181202312200,20181202312202,NA,62,1,1,1,0,1,123,1,49927,43000,0,1,0,28,28,1,865
"34013",20171202338300,20171202338301,NA,64,0,1,4,0,1,73,1,52000,52000,0,1,0,21,22,0,800
"34052",20181202289800,20181202289801,NA,49,0,1,1,0,1,123,1,111857,105000,0,1,0,21,22,0,2019
"34053",20181202289800,20181202289802,NA,48,1,1,1,0,1,111,1,33032,12000,0,1,0,21,22,0,300
"34054",20181202289800,20181202289804,NA,20,0,1,6,0,1,81,1,15700,15000,0,1,0,21,22,0,158
"34055",20181202289800,20181202289803,NA,17,0,1,6,0,1,50,1,3900,3900,0,1,0,21,22,0,75
"34072",20171202313400,20171202313401,0,44,1,2,4,0,1,81,1,69400,64000,0,1,0,21,22,0,775
"34076",20181202281500,20181202281501,NA,57,1,1,1,0,1,92,1,21416,21000,0,1,0,21,22,0,430
"34077",20181202281500,20181202281502,NA,62,0,1,1,0,1,123,1,94261,91000,0,1,0,21,22,0,1750
"34078",20181202281500,20181202281505,NA,25,1,1,6,0,1,123,1,16025,16015,0,1,0,21,22,0,650
"34079",20181202281500,20181202281504,NA,23,0,1,6,0,1,111,1,12670,12660,0,1,0,21,22,0,900
"34080",20181202281500,20181202281503,NA,21,1,1,6,0,1,81,1,22010,5500,0,1,0,21,22,0,48
"34086",20181202280700,20181202280701,0,27,1,2,6,0,1,81,1,27059,27000,0,0,0,27,27,0,519
"34092",20171202317100,20171202317102,NA,56,1,1,1,0,1,73,1,52105,52700,0,1,0,21,22,0,800
"34151",20181202286700,20181202286702,NA,31,1,1,1,0,1,111,1,74135,54000,0,1,0,21,22,0,869
"34162",20171202321500,20171202321501,0,25,0,2,6,0,1,111,1,35000,35000,0,1,0,21,22,0,577
"34164",20171202321500,20171202321503,0,25,1,1,6,0,1,73,1,35000,35000,0,0,1,21,22,0,673
"34175",20171202302500,20171202302501,NA,62,0,1,1,0,1,111,1,44676,44000,0,1,0,21,22,0,846
"34176",20171202302500,20171202302502,NA,62,1,1,1,0,1,73,1,28002,28000,0,1,0,21,22,0,500
"34177",20171202314100,20171202314101,NA,57,1,1,5,0,1,73,1,2000,2000,0,1,0,21,22,0,300
"34179",20171202314100,20171202314104,NA,62,1,1,6,0,1,81,1,11264,11264,0,1,0,21,22,0,865
"34181",20171202311300,20171202311301,0,29,0,2,2,0,1,111,1,75106,75000,0,1,0,21,22,0,960
"34189",20171202312200,20171202312201,NA,37,0,1,1,0,1,73,1,86751,83000,0,1,0,21,22,1,1104
"34203",20181202281000,20181202281001,NA,61,1,1,5,0,1,73,1,33908,28000,0,1,0,27,27,0,655
"34236",20181202276700,20181202276701,NA,28,1,1,6,0,1,111,1,40051,40000,0,1,0,21,22,0,870
"34250",20181202279000,20181202279001,0,63,0,1,6,0,1,73,1,48000,48000,0,1,0,21,22,0,455
"34257",20171202323900,20171202323901,0,24,0,1,6,0,1,73,1,15000,15000,0,1,0,21,22,0,288
"34285",20171202306000,20171202306001,0,41,0,1,1,0,1,73,1,20000,20000,0,0,0,21,22,0,385
"34286",20171202306000,20171202306002,0,62,1,1,1,0,1,30,1,44000,44000,0,1,0,21,22,1,250
"34399",20171202348300,20171202348301,NA,67,0,1,1,0,1,81,1,20600,640,0,1,0,21,22,0,54
"34409",20171202352700,20171202352701,NA,66,0,1,1,0,1,111,1,69003,44000,0,1,0,21,22,0,840
"34419",20171202328900,20171202328901,NA,57,1,1,1,0,1,81,1,53000,46000,0,1,0,21,22,0,900
"34420",20171202328900,20171202328902,NA,53,0,1,1,0,1,81,1,51100,48000,0,1,0,21,22,0,924
"34425",20171202334700,20171202334701,NA,66,0,1,1,0,1,111,1,201000,190000,0,1,0,28,22,0,692
"34441",20181202322200,20181202322201,0,53,1,1,4,0,1,91,1,23120,20000,0,0,1,21,22,0,185
"34493",20181202354600,20181202354602,1,21,1,1,6,0,1,91,1,30000,30000,0,1,0,21,22,0,740
"34511",20181202360600,20181202360601,0,21,1,1,1,0,1,73,1,28001,28000,0,1,1,21,22,0,591
"34512",20181202360600,20181202360602,0,24,0,1,1,0,1,81,1,35201,35000,0,1,1,21,22,0,756
"34514",20181202364600,20181202364601,0,28,0,6,6,0,1,123,1,73217,73000,0,1,0,21,22,0,1442
"34515",20181202364600,20181202364602,0,28,0,6,6,0,1,123,1,54002,24000,0,1,0,21,22,0,462
"34548",20171202328600,20171202328601,NA,43,1,1,4,0,1,73,1,43302,43300,0,1,0,21,22,0,1023
"34549",20171202328600,20171202328603,NA,21,0,1,6,0,1,81,1,24000,24000,0,1,0,21,22,0,344
"34550",20181202303400,20181202303401,0,40,0,1,1,0,1,73,1,31000,31000,0,0,1,21,22,0,525
"34554",20171202345200,20171202345201,NA,69,1,1,1,0,1,92,1,35267,10000,0,1,0,25,25,1,192
"34559",20171202345800,20171202345801,NA,58,0,1,4,1,1,81,1,40706,40000,0,1,0,21,22,0,365
"34560",20171202345800,20171202345802,NA,60,1,1,4,0,1,30,1,57007,57000,0,1,0,21,22,0,1061
"34567",20181202303800,20181202303801,0,56,0,1,1,1,1,111,1,25602,23070,0,1,0,21,22,0,1200
"34568",20181202303800,20181202303802,0,51,1,1,1,0,1,92,1,23082,23050,0,1,0,21,22,0,720
"34569",20181202303800,20181202303804,0,30,1,1,6,0,1,73,1,21000,21000,0,1,0,21,22,0,754
"34570",20181202303800,20181202303803,0,24,1,1,6,0,1,73,1,20000,20000,0,1,0,21,22,0,219
"34575",20181202307500,20181202307501,0,21,0,2,6,0,1,73,1,35101,35000,0,1,0,21,22,0,566
"34596",20181202326200,20181202326202,NA,60,0,1,1,1,1,111,1,151262,150000,0,0,0,21,22,0,1230
"34617",20181202308300,20181202308302,NA,69,1,1,1,0,1,73,0,21680,0,0,0,0,21,0,0,23
"34702",20181202321300,20181202321301,NA,38,0,1,1,1,1,73,1,72020,72000,0,0,0,25,25,0,1385
"34703",20181202321300,20181202321302,NA,33,1,1,1,0,1,123,1,40000,40000,0,0,0,21,22,0,770
"34728",20171202304500,20171202304501,NA,46,0,1,1,0,1,91,1,50000,50000,0,0,1,21,28,0,633
"34729",20171202304500,20171202304502,NA,50,1,1,1,0,1,81,0,0,0,0,1,1,21,0,0,422
"34734",20171202325300,20171202325301,NA,38,0,1,1,0,1,123,1,93000,90000,0,1,0,21,22,0,1675
"34735",20171202325300,20171202325302,NA,37,1,1,1,0,1,111,1,42501,42000,0,1,0,21,22,0,1008
